HUL Code,HUL Outlet Name,Shikhar Onboarding,DETS ME Name,DETS Beat,FnR ME Name,FnR Beat,ECO,Shikhar
HUL-217085D-PAR331,Maa Bhabani Bhandar-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,2396.72,0
HUL-217085D-PAR332,Maa Bhandar-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,3362.92,530.75
WB70000702042,MAA BHAWANI BHANDAR-D-D,NO,Sanjay Das,D-GANESH MKT,0,,1115.99,0
HUL-217701P22415,Maa Chaturbhuja Enterprise,YES,Sanjay Das,D-CANNING STREET,0,,0,150000.66
HUL-217701D-P14992,Maa Durga Bhander-F,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,6619.1,3231.49
HUL-217701P22434,Maa Durga Store,NO,0,,Soumik Ghosh,F- NIMTALA GHAT STREET,585.37,0
HUL-217701D-P13835,MAA JAGADHATRI STORES-D,YES,Subir Mondal,D-NATUN BAZAR-1,Md. Asraf Ashraf,F-NATUNBAZAR 1,7898.88,0
HUL-217701D-P6557,MAA JAGATDHARATRI STORES--D-D,YES,Sunil Mullick,D-BAGBAZAR,0,,3088.7,0
HUL-217701D-P21826,Maa Laxmi Bh-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,27153.6,9790.29
HUL-217701D-P22071,MAA LAXMI TRADERS-D,NO,0,,0,,536.06,0
HUL-217701D-P6269,MAA MANASA STORES-D,NO,0,,0,,730.94,0
HUL-217085D-PAR339,Maa Manasha Bhandar (2/B)-D-D,YES,0,,0,,519.76,0
HUL-217085D-PAR336,Maa Manasha Bhandar-D-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,2970.02,0
HUL-217701D-P17845,Maa Manasha Enterprise-D,YES,0,,Debojyoti Ghosh,F-R D STREET,0,0
HUL-217701D-P10792,MAA SANTOSHI BHANDER-D,YES,Deepak Kumar Patel,D-BABU BAZAR 2,Md. Asraf Ashraf,F-DAL PATTY,109102.94,19731.29
HUL-217701D-P11510,MAA SARADA STORES-D,NO,Sourav Das,D-D.C.M STREET,0,,1295.84,0
HUL-217701D-P13315,MAA SARASWATI STORES-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,4361.97,783.47
HUL-217085D-PAR341,Maa SiddshwariBhandar-D-D,YES,Sourav Das,D-MECHUA 2,Rajesh Karmakar,F-MECHUA 2,6138.36,30294.95
HUL-217701D-P9516,MAA SITALA BHANDER-D,YES,Sandip Saha,D-D C MITRA STREET,0,,1887.54,0
HUL-217701D-P12005,MAA SITALA STORES-D,YES,Sunil Mullick,D-AHARITOLA,Soumik Ghosh,F- AHIRITOLA STREET,6260.29,0
HUL-217701D-P14354,Maa Sontoshi Stores-D,YES,Sandip Saha,D-B. M STREET,0,,1537.97,0
HUL-217701D-P17138,Maa Stores.-D,NO,0,,0,,857.92,0
HUL-216252F-2009,MAA TARA ENTERPRISE(NATUNBAZAR)-D-D,YES,Sourav Das,D-NIMTALA STREET 2,Rajesh Karmakar,F-NIMTALA 2,28046.45,0
HUL-217085D-PAR1,MAA TARA ST.-D-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,12681.83,0
HUL-217085D-PAR342,Maa Tara Stores(BM)-D-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,0,0
HUL-217701D-P13594,MAA TARA STORES-D,NO,Sandip Saha,D-NIMTALA GHAT STREET,0,,245.99,0
HUL-217432P795,MAA TARA STORES-D,YES,Deepak Kumar Patel,D-RAJAKATRA - 1,0,,0,4002.99
HUL-217701D-P21400,Maa Tara Stores-D,NO,0,,0,,1186.21,0
HUL-217701D-P7048,MAA TARA TELECOM-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,6521.89,3440.6
HUL-217085D-PAR340,MaaParwatiStores-D-D,YES,Sourav Das,D-D.C.M STREET,0,,7023.11,524.65
HUL-217085D-PAR347,Madan Mohan Paul-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,17214.49,1093.94
HUL-217432D-M006,MADAN MOHON DEY-D-D,YES,Deepak Kumar Patel,D-GUR PATTY,0,,0,0
HUL-217085D-PAR348,MAHA DEB SHAW-D-D,YES,Subir Mondal,D- NATUN BAZAR 3,0,,2701.73,0
HUL-217701P22449,Maha Laxmi Bhander,YES,Anjan Sarkar,D-NATUN BAZAR-2,0,,1547.92,0
HUL-217701D-P12953,MAHA LAXMI BHANDER-D-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,0,,1091.39,0
HUL-217701D-P4299,MAHA LAXMI STORES-D,YES,Sourav Das,D-ZAKARIA STREET,Koina Prasad,F-M.G.ROAD,5241.31,7565.05
HUL-217701D-P21357,MAHABIR TRADERS-D,YES,0,,0,,11945.13,0
HUL-217085P-P628,MAHALAXISTORES(M-1)-P-D,YES,0,,Rajesh Karmakar,F-MECHUA 2,1308.85,0
HUL-217701D-P4513,MAHALAXMI BHANDER--IC-D,NO,Sourav Das,D-MECHUA 1,0,,2477.63,0
HUL-217701D-P4355,Mahamaya Stores-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,4307.7,1067.89
HUL-217085D-PAR357,Mahananda Paul-D-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,3967.18,0
HUL-217701D-P21707,Mahaprabhu Bhander-D,NO,0,,Md. Asraf Ashraf,F-RAJA KATRA,3735.72,0
HUL-217085D-PAR358,Mahaprabhu Stores-D-D,NO,0,,Koina Prasad,F-M.G.ROAD,0,0
HUL-217701D-P16663,MAHATMA COMPANY 1-D,NO,0,,0,,0,0
HUL-217085P-P3505,MAHENDR ST-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,4277.61,1049.52
HUL-217701D-P11272,MAHENDRA STORES-D,NO,Anjan Sarkar,D-M M TOLA 2,0,,2234.11,0
HUL-217085D-PAR575,MAHESH AGARWAL-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,4284.36,4200.95
HUL-217701D-P15789,MAHESH STORES-D,YES,Sandip Saha,D-D C MITRA STREET,0,,265.99,0
HUL-217085D-PAR362,Mahesh Stores-D-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,7659.73,3136.34
HUL-217701D-P4537,Majhi Store--Ic-D,YES,Sunil Mullick,D-AHARITOLA,Soumik Ghosh,F- AHIRITOLA STREET,6051.17,7752.39
HUL-217701D-P11027,MAKALI BHANDER-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,1331.02,1056
HUL-217085D-PAR364,Malati Stores-D-D,NO,Sunil Mullick,D-R.D.STREET_COMM,0,,847.99,0
HUL-217701D-P17418,Mallika stores-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,5567.09,0
WB70000750293,MALOY CHANDI BHANDAR-D-D,YES,Deepak Kumar Patel,D-BABU BAZAR 1,Md. Asraf Ashraf,F-RAJAKATRA 3,13450.77,0
HUL-217085D-P1220,MAMATA STORES-D-D,YES,S K Islam,D-HASTINGS,Soumik Ghosh,F-HASTINGS EXTRA,2844.69,1219.14
HUL-217701D-P16101,Mangal shaw-D,NO,0,,0,,0,0
HUL-217701D-P12630,MANGAL SHREE-D,YES,S K Islam,D-M G ROAD,0,,0,0
HUL-217701D-P15117,Manick Store-D,NO,0,,0,,703.04,0
HUL-217701D-P12250,MANIK ROY-D,YES,0,,0,,1544.2,0
HUL-217085D-PAR365,Manisha-D-D,YES,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,Debojyoti Ghosh,F-KHOTTA BAZAR,6942.81,-1284.43
HUL-217701D-P10987,MANJU -2-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,1722.56,1533.06
HUL-217701D-P11252,MANJU STORES-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,11940.38,11339.4
HUL-217701D-P13544,MANJU STORES-D,YES,Subir Mondal,D-NATUN BAZAR-1,Md. Asraf Ashraf,F-NATUNBAZAR 1,2981.02,0
HUL-217085D-PAR368,Manoj Kr. Gupta-D-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,4955.02,0
HUL-217701D-P22036,Manoj Kumar Gupta-D,NO,0,,0,,669.36,0
HUL-217701D-P13150,MANOJ KUMAR-D,NO,0,,0,,212.74,0
HUL-217085D-PAR389,MANOJ TRADING CO ..-D-D,NO,Sunil Mullick,D-KALAKAR STREET 2,0,,4030.73,0
HUL-217701D-P11242,MANORAMA STORES-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,2965.69,6000.29
HUL-217701D-P13475,MANTI STORES-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Debojyoti Ghosh,F-D C M STREET,6319.84,1314.43
HUL-217701D-P17782,MANTU STORE-D,NO,Sourav Das,D-NIMTALA STREET 2,0,,1915.41,0
HUL-216252F-C412,MARHABACENTRE-F-D,YES,0,,Koina Prasad,F-M.G.ROAD,4210.34,5310.11
HUL-217085D-PAR370,Mathura Shaw-D-D,NO,Sunil Mullick,D-R.D.STREET_COMM,0,,3334.67,0
HUL-217085D-PAR437,MATRI BHANDER(D.C.M)-D-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Debojyoti Ghosh,F-D C M STREET,2081.5,4346.35
HUL-217701D-P13735,MATRI BHANDER-D,NO,Sourav Das,D-D.C.M STREET,0,,0,0
HUL-217701D-P17058,MATRI BHANDER-D,NO,0,,0,,0,0
HUL-217085D-PAR655,MAYA STATIONERS.-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,4766.48,0
HUL-217432D-P807,MAYA STORES-D-D,YES,Sanjay Das,D-BAGREE,0,,0,58138.95
HUL-217701D-P4337,MAYER ASHIRBAD VAREITY STORE-D,YES,Subir Mondal,D- NATUN BAZAR 3,Soumik Ghosh,F-NATUNBAZAR 2,12283.08,0
HUL-217085D-PAR376,MAYNAK STORES-D-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,5639.3,1061.11
HUL-217701D-P22092,MAZUMDER & MAZUMDER-D,NO,Sanjay Das,D-CANNING STREET,0,,31402.62,0
HUL-217701D-P12295,MD NIZAMUDDIN-D,NO,Sourav Das,D-ZAKARIA STREET,0,,210.53,0
HUL-217701D-P12480,MD .FAIZAN-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,10736.23,2553.76
HUL-217085D-P1050,MD Aslam-D-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,9738.4,1233.83
HUL-217701D-P11362,md feroz-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,3580.81,0
HUL-217701D-P21700,Md Jabir Ansari-D,NO,0,,Koina Prasad,F-PHEARS LANE,976.11,0
HUL-217701D-P17583,MD JAINOOR-D,NO,S K Islam,D-BOW STREET (1)_COMM,0,,943.14,0
HUL-217701D-P22085,MD KAMIL HUSSAIN-D,NO,0,,0,,1295.96,0
HUL-217085D-P1081,MD KASIM-D-D,YES,Sourav Das,D-ZAKARIA STREET,Koina Prasad,F-M.G.ROAD,13354.85,2094.84
HUL-217701D-P17378,MD NASAD STORED-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,3131.04,1450.91
HUL-217701D-P12485,MD REYAZUL HAQUE-D,YES,S K Islam,D-PHEARS LANE,0,,0,0
HUL-217701D-P14300,Md Salim Stores-D,YES,S K Islam,D-BOW STREET (1)_COMM,0,,0,0
HUL-217701D-P22015,Md Tauhid Hossain-D,NO,0,,0,,512.77,0
HUL-217085D-P1239,MD USMAN-D-D,NO,S K Islam,D-BOW STREET (1)_COMM,0,,4210.26,0
HUL-217701D-P22349,MD Yakoob Md Yaseen And Company-D,NO,Sanjay Das,D-CANNING STREET,0,,29088.73,11976.16
HUL-217085D-P800,Md Yasin & Khajanur-D-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,4474.69,2709.4
HUL-217701D-P12300,MD.IZHAR-D,YES,Sourav Das,D-MECHUA 1,Rajesh Karmakar,F-MECHUA 2,2410.87,1052.64
HUL-217701D-P12170,MD.USMAN-D,NO,Sourav Das,D-ZAKARIA STREET,0,,3136.54,0
HUL-217701D-P15485,Md.Usman-D,NO,S K Islam,D-BOW STREET (1)_COMM,0,,907.8,0
HUL-217085D-PAR378,MdShbbirAli-D-D,NO,0,,Rajesh Karmakar,F-MECHUA 2,330.29,0
HUL-217085D-P1148,MEHMOOD AHEMED-D-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,8275.01,1339.48
HUL-217085D-PAR381,MELA STORES-D-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,2598.13,0
HUL-217085D-PAR382,MIMANI STORES-D-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,0,7821.54
HUL-217701D-P16063,Mina.Stores.-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,0,0
HUL-217701D-P21861,Mini Mita-D,NO,0,,Soumik Ghosh,F-BAG BAZAR,2084.61,0
HUL-217701D-P17043,Mira Variety Stores-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,3142.77,1364.74
HUL-216788P632,MITRA ENTERPRISE-P,YES,0,,0,,501.25,1462.38
HUL-217085D-P1245,MLGupta-D-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,6760.32,2083.07
HUL-217085D-PAR385,Modern Variety Stores-D-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,2323.19,0
HUL-217701D-P9746,MOHAN BHANDER-D,YES,Sandip Saha,D-KALAKAR STREET,0,,805.07,0
HUL-217085P-P3592,MOHAN KUMAR GUPTA-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,5158.88,2620.22
WB70000750318,MOHAN TEA CO-F-D,NO,0,,Md. Asraf Ashraf,F-GUR PATTY,122094.83,0
HUL-217701D-P22308,MOHAN TEA CO-D,NO,0,,Md. Asraf Ashraf,F-GUR PATTY,0,0
HUL-217085D-PAR386,MOHANLAL AGARWAL-D-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,0,,1611.72,2996.59
HUL-217085D-P798,Mohanlal Gupta-D-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,12520.53,4747.8
HUL-217085D-P3626,MOHANLALSHAW-D-D,YES,Sourav Das,D-D.C.M STREET,Debojyoti Ghosh,F-D C M STREET,5488.97,2014.14
HUL-217085D-PAR359,MOHATMA PROVISION-D-D,YES,Sandip Saha,D-KALAKAR STREET,0,,0,0
HUL-217432D-M085,MOHIT STORES-D-D,YES,Deepak Kumar Patel,D-BABU BAZAR 2,0,,1169.32,17245.86
HUL-217085D-PAR387,MOITRIBHANDER-D-D,YES,S K Islam,D-M G ROAD,Rajesh Karmakar,F-MECHUA 2,0,0
HUL-217701D-P17295,Monaj Pan Shop-D,YES,Sandip Saha,D-KALAKAR STREET,0,,232.82,0
HUL-217701D-P21973,Monosa Debi Stores-D,NO,0,,Soumik Ghosh,F- NIMTALA GHAT STREET,400.56,0
WB70000102054,MOTI ENTERPRISE-D-D,YES,Sanjay Das,D-CANNING STREET 1,0,,93614.02,4560.07
HUL-217085D-P794,Motilal Debendra Prasad-D-D,NO,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,10087.45,0
HUL-217701D-P21721,MOU DEEP STORES-D,YES,0,,0,,228.92,590.42
HUL-217701D-P11102,MOUMITA STORES-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,4883.28,0
HUL-217701D-P6549,MR. SUBASH DEY-D-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,2577.48,0
HUL-217701D-P10952,MRINAL STORES-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,2949.19,0
WB70000102049,MRITUNJOY STORES-D-D,YES,Sanjay Das,D-CANNING STREET 1,0,,465.43,1175199.66
HUL-217701D-P17731,MS BALAJEE COSMETICS-D,YES,0,,0,,0,0
HUL-217701P22424,MS DHARA MADICO,NO,0,,0,,0,0
HUL-217701D-P21938,MS SWAGATAM-D,YES,0,,0,,-132.14,0
HUL-217701D-P11683,MUKESH STORE-D,NO,Sanjay Das,D-BAGREE,0,,1558.06,0
HUL-217701D-P17128,MUKUL DEB,YES,Subir Mondal,D-JORABAGAN ST,0,,0,0
HUL-217701D-P12165,MUKUL DEB RAJAK-D,NO,Anjan Sarkar,D-NATUN BAZAR-2,0,,2156.52,0
HUL-217085D-PAR394,Mullick Stores-D-D,YES,Sunil Mullick,D-KALAKAR STREET 2,Rajesh Karmakar,F-KALAKAR STREET 2,14081.98,37478.41
HUL-217085D-P1147,MUMTAJ AHEMED-D-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,10462.17,-15693.94
HUL-217701D-P12610,MUNNA KUMER CHOWRASIA-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,6381.99,0
HUL-217701D-P6785,MUNNA STORES-D-D,YES,S K Islam,D-M G ROAD,0,,2500.87,0
HUL-217085D-P3538,MURALI LAL SHAW-D-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,5722.92,2546.56
HUL-217701D-P11032,MURLI PRASAD-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,3497.72,892.99
HUL-217701D-P11632,MUSTAC AHAMED-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,7017.82,1439.46
HUL-217701D-P21868,N C Basak-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,0,,1410.94,1823.7
HUL-217085D-PAR398,N C Saha-D-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,5078.84,4261.78
HUL-217085D-PAR166,N D AGARWAL.-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,0,,2322.53,0
HUL-217701D-P21511,N. B. TRADERS-D,YES,Sanjay Das,D-Canning 3,0,,41310.28,0
HUL-217701D-P8081,Namita Stores-D,NO,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,3074.17,0
HUL-217701D-P15228,Namita Stores-U2NC,YES,0,,0,,1168.14,0
HUL-217085D-PAR401,Nanda Kishore Gupta-D-D,YES,Sourav Das,D-MECHUA 2,0,,2760.45,1052.64
HUL-217085D-PAR117,NANDALAL GUPTA-D-D,YES,Sandip Saha,D-B. M STREET,0,,4242.04,0
HUL-217701D-P11858,NANDALAL SADHUKHAN-D,YES,Subir Mondal,D-RAJAKATRA - 2,0,,19987.18,0
HUL-217701D-P13820,NANDKISHORE BURNWAL-D,YES,Sourav Das,D-KHOTTA BAZAR,0,,2372.2,1039
HUL-217701D-P6993,NANDRALAL SHAW-D U2NC,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,3077.84,1849.34
WB70000702051,NANDY BHANDER-D-D,YES,Deepak Kumar Patel,D-GUR PATTY,0,,10209.84,86664.9
HUL-217701D-P7736,NARAN RABIN NANDI-D,YES,Sandip Saha,D-KALAKAR STREET,Rajesh Karmakar,F-KALAKAR STREET 2,8603.39,0
WB70000120674,NARANG STORES-D_U2NC,NO,0,,0,,724.63,0
HUL-217085P-P3599,NARAYAN BHANDAR-P-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,2075.27,0
HUL-217701D-P16878,Narayan Bhander-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,10230.31,1433.16
HUL-217701D-P17078,Narayan Bhander-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,1030.88,0
HUL-217701D-P10962,NARAYAN SARKAR-D,YES,Sandip Saha,D-D C MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,283.55,0
HUL-217085P-P193,NARAYAN STORES(M-1)-P-D,YES,Sourav Das,D-MECHUA 1,Rajesh Karmakar,F-MECHUA 2,17736.19,2120.22
HUL-217701D-P6920,Narayan Stores-D-D,YES,Deepak Kumar Patel,D-BABU BAZAR 1,Md. Asraf Ashraf,F-DAL PATTY,6886.89,0
HUL-217085D-PAR407,Naresh Kumar-D-D,NO,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,2441.89,0
HUL-217701P22432,National Stationers,NO,0,,Md. Asraf Ashraf,F-BAGREE MARKET,8743.4,0
HUL-217701D-P10827,NATIONAL STATIONERS-D,YES,0,,Md. Asraf Ashraf,F-BAGREE MARKET,4901.88,0
WB70000702052,NATIONALSTORES-D-D,YES,0,,0,,0,0
HUL-217701D-P11007,NEBADITA STORES-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,7793.62,1111.89
HUL-217701D-P10797,NEHA STORE-D,NO,Deepak Kumar Patel,D-GUR PATTY,0,,0,7045.71
HUL-217701D-P15668,NEW SAINATH GENERAL STORE-D,YES,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,Soumik Ghosh,F- AHIRITOLA STREET,28492.89,1063.64
HUL-217085D-PAR412,New Annapurna Stores-D-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,1549.94,1231.84
HUL-217701D-P15709,New Baishali Stores,NO,0,,0,,1380.52,0
HUL-217085D-PAR413,New Bangalaxmi Stores-D-D,YES,Sunil Mullick,D-AHARITOLA,Soumik Ghosh,F- AHIRITOLA STREET,23150.44,12652.5
HUL-217701D-P10212,NEW CHANDAN STORES-D,NO,Sandip Saha,D-DURGA CHARAN MITRA STREET,0,,0,0
HUL-217701D-P11387,New Joyguru Stores-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,4799,0
WB70000102333,NEW KALIMATA STORES-D-D,YES,Sanjay Das,D-CANNING STREET 1,0,,880.15,8259.94
WB70000150302,NEW KAMALA STORE-F-D,YES,0,,Md. Asraf Ashraf,F-BAGREE MARKET,0,0
HUL-217701D-P21372,New Kar Tea Co-D,NO,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,2935.23,0
HUL-217701P22454,New Kolkata Jewellery,YES,0,,0,,0,80127.93
HUL-217432D-N011,NEW M S TRADERS-D-D,YES,Sanjay Das,D-Canning 3,0,,17541.49,0
HUL-217701D-P12861,NEW MAA KALI GENERAL STORES-D,YES,S K Islam,D-M G ROAD,Koina Prasad,F-M.G.ROAD,19058.44,6860.85
HUL-217432F-PAR15,new makali stores,YES,0,,Md. Asraf Ashraf,F-BAGREE MARKET,9377.79,5281.94
HUL-217701D-P21364,New Mala Store-D,NO,0,,0,,48439.61,0
HUL-217701D-P11022,NEW MANORANJAN STORES-F,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,5947.83,1990.55
HUL-217701D-P12725,NEW MAYURI STORES-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,0,,10343.6,0
HUL-217701D-P12979,NEW MOTILAL STORES-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,6163.35,0
HUL-217701D-P10017,NEW ONKER-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,4771.85,0
HUL-217701P4978,NEW PADMA STORES,YES,Sanjay Das,D-RAJAKATRA 5,0,,487.62,35291.33
HUL-217701P4978,NEW PADMA STORES-Nuts,YES,0,D-RAJAKATRA 5,0,,487.62,35291.33
HUL-217701D-P22260,NEW PANDEY COLLECTION-D,NO,0,,0,,1165.58,0
HUL-217085D-P1013,NEW POPULAR STORES-D-D,YES,S K Islam,D-BOW STREET(2)_COMM,Koina Prasad,F-BOW STREET 2,9117.61,4206.86
HUL-217701D-P7228,New Ramkrishna Stores-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,9323.17,1971.74
HUL-217701D-P13569,NEW SATYANARAYAN BHANDER-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,0,,1133.89,1052.64
HUL-217701D-P22113,New Shelter House-D,YES,0,,0,,1346.85,0
HUL-217701D-P17012,NEW SOVABAZAR LAUNDRY-D,NO,Anjan Sarkar,D-M M TALA_COMM,0,,0,0
HUL-217701D-P11878,NEW TAJ TEA CENTRE-D,NO,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,20996.55,0
HUL-217701D-P14510,New Tara St-D,NO,Anjan Sarkar,D-M M TALA_COMM,0,,1401.28,0
HUL-217701D-P16333,New Tara Stores-D,NO,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,3751.81,0
HUL-217701D-P17273,New Tinku Stores-D,NO,Sunil Mullick,D-R.D.STREET_COMM,0,,2936.97,0
HUL-217701D-P21833,New Variety Store-D,YES,0,,0,,893.2,0
HUL-217701D-P17621,NEW VARIETY STORES-D,NO,Sanjay Das,D-RAJAKATRA 5,0,,397.55,0
HUL-216252F-C740,NEWSATYANARAYANBHANDAR(BAGBAZAR)-F-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,19121,6065.4
HUL-217085D-PAR424,Neyaz Ahmed-D-D,YES,Sourav Das,D-MECHUA 2,Rajesh Karmakar,F-MECHUA 2,5532.97,2035.56
HUL-217701D-P6575,NIRMAL RAM PRAJAPATI-D,NO,0,,Md. Asraf Ashraf,F-GUR PATTY,3177.65,0
HUL-217701D-P17709,Nirmal Shaw-D,YES,0,,Md. Asraf Ashraf,F-DAL PATTY,70481.45,27523.2
HUL-217701D-P14902,Nirmal Stores-D,YES,Sunil Mullick,D-AHARITOLA,0,,3999.79,1264.12
HUL-217085D-P1146,NISHAT STORES-D-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,8393.44,1307.28
HUL-217701D-P14059,NISSAN SALES CORPORATION-D,NO,Sanjay Das,D-CANNING STREET,0,,0,0
HUL-217701D-P13690,NIVA STORES-D,NO,0,,Debojyoti Ghosh,F-CHATU BABU BAZAR,999.53,0
HUL-217701D-P21931,NK BASAK & SON-D,NO,0,,0,,0,0
HUL-217701D-P13790,NONA PAN SHOP-D,YES,Sourav Das,D-MECHUA 1,Rajesh Karmakar,F-MECHUA 2,2282.05,0
